content,score
"sangat berguna di saat pergi jauh dan tidak Bawa dompet , aplikasi dana ini adalah yg terbaik dan bisa di gunakan apa aja . mantap",5
"Terbaik!! Perlu di perluaskan kembali untuk fitur Dana Cicilan, sehinggah mempermudah nasabah untuk aktifkan fitur Dana Cicilan. Terimakasih 🙂",4
"makin sini makin eror aja ni apk gabisa login karna jaringan jelek padahal jaringan bagus, udah 2× uninstal tetep aja gak bisa hadehhh",1
"aplikasi nya bagus cuma kemarin pas saya mau top up diamond game langsung dari dana diamond saya ga masuk sama sekali sampai hari ini, udh berminggu-minggu.",4
"kenapa ya aplikasi ini? ngirim uang ke no dana saya keterangan udah berhasil,saldo juga udah berkurang dari rekening si pengirim tapi saldo ke dana saya gak masuk.",2
"saya selalu bayar tepat waktu saat menggunakan dana cicil, tapi ketika saya ingin menggunakan dana cicil lagi tidak bisa percuma ada limitnya tapi tidak bisa digunakan",2
saya kasih bintang 5 karena respon cepat menutupi keluhan usernya. Semoga seterusnya danasemakinsukses dan terus bisa membantu kelancaran financial usernya,5
"apalah ini gangguan nya lama banget sampe 3 jam, orang mau kirim uang jadi gak bisa !!! tolong di tingkatkan lagi kualitasnya!!!",1
"aplikasi pendukung judi online dan suka pending -pending pengiriman uang , gak rekomendasi banget pake e wallet ini, dan help center bot nya cacat parah banget",1
dana paling nyaman sudah lama saya pakai aplikasi dana gak pernah ada kendala apapun mau QR gampang mau transfer juga gampang suka bangat da dengan aplikasi dana ini thanks dana dana mank 🅚🅔🅡🅔🅝 👍👍👍👍👍,5
tidak bisa main flip card muncul tulisan sistem sedang sibuk percuma sudah top up ujung²nya nggak bisa main flip card,1
gak ngerti lagi sama dana. saya beli paket kouta padahal keterangan nya gagal tapi uang gabisa balik aneh. tidak rekomen skrg mh!!,1
saya sangat suka dengan aplikasi dana ini sangat memudahkan untuk pembayaran dan perbelanjaan jadi sangat mudah good joob all the best pokoknya mantap,5
kok makin ga karuan.mau masuk akun harus fermuk dlu..ga da pilihan masuk akun dengan cara lain...kebetulan kamera depan lagi rusak jadi ga bisa fermuk tolong batuannya agar bisa masuk akun,1
fitur bagus...tapi masalah tidak bisa transfer karna alasan keamanan..sudah di coba semua tapi belum bisa juga,5
"tolong di perbaiki lagi kak. kadang kadang mau ngirim bisa error, Qris nya juga bermasalah",1
"lagi chat dengan customer service, di minta screenshot pas udah mau di kirim screenshot nya malah chat di tutup padahal ga ada 1 menit,, buruk customer service",1
sekarang harus verifikasi kode otp . kalo nomor sudah tidak aktif terus bagaimana.. padahal sudah verifikasi wajah dan sidik jari/pin.,3
pemindahan akun dana premium terlalu sulit dan lama bagi yg kartunya sudah mati mohon untuk tidak dipersulit 🙏🙏 selebihnya sudah bagus,4
Ngisi saldo 600 tapi dipotong sepihak tanpa kofirmasi kepada yang punya pelayanan yang sangat minus saldo yang dipotong banyak sekali aplikasi yang merugikan mzk isi saldo 600 dipotong 220 dengan alasan yang tidak jelas tolong kembalikan saldo saya,1
"sangat sangat parah, limit dana cicil tidak naik, padahal sudah sering dipakai bahkan sebelum jatuh tempo sudah bayar.",5
saya memakai dana nomor lama sudah tidak aktif pas masuk verifikasi wajah berhasil. tapi kenapa harus masuk ke nomor WhatsApp segala.,2
"sudah TDK ada tagihan , semua tagihan dibayar lunas, tapi limit dana tidak bisa dipergunakan, padahal di aplikasi tercantum limit nya , aneh ????",2
"kalau gak becus ngurus transferan mending dihapus aja itu fitur , transfer doang dipending disuruh nunggu pula nyesel gua narok duit di apk ini ditransfer kagak bisa dibalikin juga enggak duit se uprit aja ga becus ngurusnya tutup aja ni aplikasi gak becus",1
"parah ini aplikasi dana pencurian, masa nomor wa sya sudah mati dan kartu saya telah hilang, tidak ada kebijakan untk di bantu buka akun lama sya, smentara uang di dalam akun lama sya, sudah banyak, parah ini akun dana, uang saya mreka mau curi",1
"sangat membantu dan mempermudah saya dlm berbagai transaksi. sampai saat ini tidak ada kendala,lancar,terima kasih dana.",4
"sangat mengecewakan,saya sudah premium tapi tidak bisa kirim uangvmalah di suruh upgred ke dana premium,padahal dana saya sudah premium",1
"apk nya bagus, tpi tolong di perbaiki buat notif bayar dan masuk ke apknya biar nggak lemot, padahal jaringan bgus",5
"tolong di perbaiki agen top up dana (beta) sering bug susah di buka, padahal saldo gw masih banyak disitu 🥲",5
"aplikasi ga bisa tanggung jawab sama nasabah duitku ilang,tanpa tanpa transaksi ke aplikasi yg ga pernah mengintal,yearly plan id itu komplotan sama dana,bisa mengambil secara otomatis tsnpa teransaksi,,,biar viral",1
"sudah 3 tahun pakai aplikasi dana,alhamdulillah sih aman² aja sejauh ini dan cukup mudah digunakan,kerja bagus.",5
"lama banget pengubahan menjadi dana premium, keterangannya selalu dokumen masih di cek, kapan selesainya??",1
"Saya sudah mengajukan dana cicil tetapi tidak pernah di proses dan saya sudah berkali"" transaksi lewat dana tapi tidak pernah di proses mengecewakan",1
mantap untuk apk dana sangat mudah dan cepat untuk bertransaksi kendalanya kalau sudah dpt dana cicil limitnya tidak bisa di gunakan usaha di perbaiki,4
"akun cuma makan duit,,KLO kena aplikasi lain sudah makan duit jgn Pakai akun danna kalau sudah sekongkol sama aplikasi yg nguras uang jadi uang hilang aplikasi nguras duit gak tanggung jawab",1
saya kecewa. karna saya tidak bisa masuk ke akun dana lama. terus saldo saya ga bisa kembali. jelek sekali. aplikasinya kaya maling,1
"apasihh buat transfer ke bank g bisaa udh di coba berkali kali padahal biasanya bisa, sia sia topup banyak",1
"mohon maaf ka bisa bantu saya ga, mau masuk ke apk dana namun nomor hp sama watshap nya sudah terblokir sudah gak bisa d pake jadi sulit menerima kode otp nya mohon pencerahan nya",1
"Scan qr blm sukses terus terjadi kesalahan sistem. pembayaran belum tuntas tapi saldo saya sudah kesedot. gimana sih, giliran hubungi pihak dana pending ya seabad",1
fitur dana cicil nya tolong munculkan saya dah pake dana untuk transaksi terus menerus tapi tidak muncul udaa 4 juta transaksi pake dana tetap aja tidak muncul nunggu 30 hari tetap aja ga muncul tolong yah admin dana kalo bisa di percepat untuk fitur dana cicil,3
"aplikasinya gabisa di buka ada tulisan eror udah ditunggu lama masi gabisa, terus ini uang yang masih nyangkut di dana gimana",1
assalamu alaikum... menurut saya kalo bisa ini pendaftaran nya di bikin dua akun atau tiga akun di ktp yg sama di premium. kalo bisa di permudah kan lah bikin premium nya,5
"saya adalah pengguna yang sangat aktif dan sudah sejak lama sekali dengan dana, namun saya tidak mendapatkan hak untuk mencoba fitur dana cicil.",1
"sudah beberapa kali chat support dana tetep gak bisa bantu kendala/keluhan,.! baik pakai banking lain saja",1
woii gimana sih sekelas e wallet terbesar di Indonesia bisa bisanya gangguan separah ini udah tau mau lebaran bukannya prepare menghadapi client atau masalah yang lain,1
"saldo sudah terpotong tapi transaksi masih pending, sudah menghubungi Diana malah suruh menunggu tiga hari, kalau ada kendala mohon langsung beri keterangan gagal, jangan malah suruh menunggu.",1
terlalu banyak kendala saat menggantikan nomor baru dan kirim uang mohon di perbaiki lagi dana ini yaaa agar tidak terlalu banyak eror,1
"Akun saya kok gak bisa masuk ya kak, pasti masuknya passkey terus. Solusinya gimana saldoku masih nyangkut",5
apk nya gak jelas saya isi dana tapi di konter Uda masuk tapi di akun dana aku belom masuk top up 200k itu gak masuk nyampek sekarang gak jelas apk itu redup aja lu,1
"kenapa dana instan saya tidak bisa di pakai. sudah dua minggu tidak bisa di gunakan. keterangannya.maaf saat ini lagi ada kendala,nanti lagi ya. sudah 2minggu kaya gitu terus.",5
"dan error, gatau kenapa pas gw mau top up dari game nya malah dibilang error, sangat menggangu,",1
"Saya kali ini kecewa dengan aplikasi DanA. Ada transaksi yg tidak diketahui di akun saya. Saya hubungi via live chat katanya jaringan, sampai sekarang tidak ada tindak lanjutnya.",5
saldo tiba² kepotong sendiri padahal ga transaksi apa apa di chat cs malah otomatis ga bisa ngetik sendiri aplikasi naeh,1
"gua saranin yg mau download apk ini,,mending ga usah...dsn yg udah download mending di hapus aja,,sangat"" tidak rekomendasi ... pake dana semenjak keluar aplikasinya,tapi sampai saat ini belum muncul juga dana cicil nya...gua hapus aja ini apk,apk ga bermutu",1
kak kenapa saya tidak bisa login dari kemarin..selalu dalam pemeliharaan terus ..sudah hapus cache masih saja tidak bisa login,1
"kenapa ?? tidak masuk² udah verifikasi wajah, pin juga udah tp gak masuk² loadingnya lama bgt 30 menit lebih sampe sekarang",1
"Mau daftar dan udah memasukkan pin tapi ada notif sistem sibuk, mohon untuk segera dibereskan.",5
saya sudah kirim ke no benar saldo dana saya sudah terpotong tapi masih saja menunggu sudah hampir 24 jm dan si penerima belum maksuk,1
"tolong dalam proses pembelian pulsa di tingkat kan lagi, masa proses nya sampai 2 jam,.. kemudian masuk pemberitahuan bahwa segera di proses dalam 2 hari lagi🥲",1
"kadang dana ngebug, gk bisa buat top up game jadi gw rating jelek dan juga masalah ini belum dibenerin dan terkadang eror",1
"kecewa, dana go plus tidak masuk"" ke dana utama, padahal udah di tarik & di laporkan ke cs, katanya suruh nunggu maximal 3 hari, nyatanya tidak masuk"", kecewa",3
"makasih atas terdaftarnya nama saya, semoga ini sangat membantu dalam kondisi apapun, dan mempermudah.",2
dana bisnis saya tidak bisa di unduh qris nya malah pindah ke pengaturan padahal udah daftar dan dana juga udah premium tolong solusinya,1
"dana tiba2 logouyt sendiri jaringan stabil pake WiFi,tapi tidak bisa login tulisannya jaringan tidak stabil terus,",3
"sebelumnya aku nyaman menggunakan aplikasi DANA, tapi akhir² ini saldo saya di debet dana cicil untuk PT. Indonesia airawata finance padahal saya tidak pernah hutang....???",1
"maxtohub itu apa sih?, kok tiba-tiba saldo saya kepotong padahal saya tidak pernah melakukan transaksi, pas saya cek di email tidak ada juga riwayatnya",1
setelah update kenapa selesai transaksi pasti keluar sendiri terus ??? tolong perbaiki min .. thanks ..,5
pengalaman sya pakai dana baru kali ini dibikin kecewa. sya menerima tf uang dari akun virtual singapura sinteldash. dari sana udah berhasil. tapi didana sana masih sisa saldo 100.000. belum bertambah. di cek semua aktivitas tidak ada apapun. di cek cs dana bales cuma gitu² doang. seumur2 baru kali ini dibikin kecewa,1
Semoga lebih di mudah kan lagi dan ada bonus nya sukses selalu cuma satu kendala nya mau keluar dari dana plus tidak bisa,5
"Tidak bagus , ngirim nya lemot , udah pkai qris fitur tidak tersedia lh , aplikasi bnyak gaya nih . uninstal aja lh aplikasi ini",1
"itu passkey kenapa lagi pke bisa aktif sendiri, padahal saya tidak pernah mengaktifkan passkey, padahal pke verifikasi wajah sma pin juga udh cukup",1
Min tolong kalau melakukan maintenance jangan sekarang soalnya lagi banyaknya jam transaksi tolong kalau mau maintenance itu d lakukan di atas jam 12 malam,1
apk ribet udah upgrade premium tetep g bisa TF. di tambah lagi nama asli g muncul gimna sih maunya,1
"saya merasa dirugikan sama ewalet dana kok bisanya pembayaran beruntun kelazada... aplikasi jelek,mohon saudara2 semua yg punya dana segera tarik saya korban penipuan oleh aplikasi ewalet dana...pembayaran tanpa pin uangku habis GK tau kemana saya lihat transaksi,GK taunya ada transaksi pembayaran kelazada beruntun lagi...kemana pegawai kok teledor pembayara tanpa pin kok bisa sukses...terima kasih",1
"kecawa banget transaksi tiap bulan lebih dari 1jt dan saya memakai dana cicilnya cuman telat sekali doang tapi udah dilunasin mau ajuin lagi udah dibekukan kaya taiii emangnya juga, terus buat apa saya transaksi tiap bulan lebih dari 1jt sama aja bo'ong, Tolong aktifkan fitur DANA instan diakun sya",5
Aplikasi nya bagus dan sangat bagus nya ada ssorg ngambil saldo Tampa ada pemberitahuan atau konfirmasi,1
tolong di perbaiki dana saya pengen login jadi susah secepat sih kalau kendala banyak sekali yang gak mau keluar,4
alhamdulilah berkat dana saya bisa menabung dan kwalitasnya terjamin aman tanpa kendala apapun terima kasih! smoga kedepannya makin lancar terus 🙏🙏☺️☺️☺️,5
kenapa tiba-tiba eror dan punya saya tiba-tiba hilang yg tadinya sudah premium sekarang malah belum premium dan kenapa coba apa penyebabnya bikin kecewa,1
saya kasih bintang satu karena dana cicil tidak bisa dipakai selalu tidak tersedia padahal limit ada 200.,1
aplikasi Dana eror... alasan nya banyak yg lagi buka aplikasi Dana...kenapa tidak sprti tiktok atau lazada?... biarpun lgi banyak pengguna Tpi aplikasi nya tdk gampang eror.... aplikasi murahan ya?....payah,2
"sudah di upgrade masih saja gak bisa di gunakan kirim / di gunakan apapun, perintahnya suruh upgrade mulu",3
"tbtb berlangganan dan saldo saya ke sedot, padahal saya sudah tidak mau berlangganan lagi, tolong dong di perbaiki sistem kaya gini",2
katanya keamanan terjamin saya sudah aktif kan paskey dan dana premium masih aja kecopetan bukan sekali tapi berkali kali saya tidak akan pakek dana lagi,1
"bagus sangat membantu,.gratis tarik tunai dan transfernya di perbanyak lagi dong,.. kenapa DANA CICIL saya belum berfungsi,. tolong dong,. setiap bulannya saya sangat aktip di dana,. kenapa saya belum bisa pakai dana cicil,... saya selalu percaya menggunakan dana, kenapa anda tidak percaya kepada saya,....",5
"makin kesini,makin gak ngotak,dana...harus transaksi pake,pulsa..kalo wifi gak bisa,,buat transaksi. .apl tambah,,gila...",1
Mulai ada masalah klo lagi transaksi pasti lama menunggu mohon di perbaiki ya secepatnya... mahon maap jika perkataan saya kurung tetap 🙏,5
ini DANA kenapa yaa akhir² ini suka banyak gangguan tidak bisa scan qris dan seringkali tidak bisa transfer,1
terlalu banyak biaya admin TF admin sampai pelanggan dengan TF aplikasi berbeda admin seperti kirim 100 jadinya 99 itu kena admin lagi hadehhh,1
"Susah transfer uang dari game ke Dana, ada apa? Laporan berhasil, namun saldo tetap bahkan uangnya yg sebelumnya ditransfer kembali lagi ke aplikasi game",3
"mudah dg i fahami f itur fitur nyh. transaksi cepat. klw bisa munculin fitur dana instan, dana cicil. biar tambah komplit, terimakasih. DANA",5
saya sangat kecewa dengan app dana bayar tagihan iconet status gagal tapi saldonya berkurang atau terpotong sampai sekarang tidak ada kejelasan nya,1
"apk nya bagus tetapi saya bingung saat mau daftar dana bisnis kenapa haru upgrade dulu ke dana premium, pdhl saya sudh upgrade ke dana premium.",5
sangat kecewa sya.. tidak bisa masuk pdahal jaringan bgs.. pdahal ini penting buat para pekerja dan pengusaha.. cba min tolong dibantu lh min biar bsa dipke lgi ini akun dana,1
masih banyak kekurangan jika salah kirim uang ke nomor dana yg sudah tidak aktif lagi.. tidak bisa melaporkan untuk pengembalian uang,2
minta dikirim kode OTP ke WA & SMS aja susahnya pake ribet. Gagal terus mau login DANA. Tolong dong dipermudah !!,1
"mantab,cepat ,mudah 🤙😎 ,,untuk hadiah nya lama yah min yg ngabuburich nya ,kirain lansung masuk otomatis ke saldo na nya 😬",5
"dua kali saldo pada dana saya selalu terkuras tanpa sepengetahuan saya, saya juga tidak pernah berlangganan pada aplikasi yg di cantumkan namun selalu terkuras tanpa ada informasi dari akun dana",1
"waktu isi saldo dana ada biaya tambahan , waktu sudah masuk uang nya masih di potong juga ,, motong melulu..",3
"apk gj, orng make nomor sms malah disuruh kirim kode verifikasi ke WA. mana ga dikasi pilihan lagi, ya jelas gabisa lah kocak",1
"aplikasi lumayan bagus di awal, tapi untuk ganti sandi baru lumayan susah karna emang saya lupa kata sandi yang lalu, sudah hubungi diana dana tapi gabisa juga, udah DM lewat sosmed tapi belom juga di bales sampe sekarang, padahal saya cuma minta bantuan buat ganti kata sandi, kalo admin liat komentar saya mohon bantuannya ya kak, soalnya masih ada sisa uang yang lumayan🙏",3
"saya pengguna dana sejak lama,di akun saya sudah tersedia filtur dana cicil akan tetapi filtur itu belum bisa digunakan.lalu mengapa filtur itu di keluarkan jika tidak bisa di gunakan.",1
"ktp rusak belah jadi duaa mau upgrade udah bayar 15 rebu masih bae kaga bisa padahal kalo ga bisa ""belum aktif"" ngapain bisa d topup pas mau bayar ini itu ga bisa d pake, kocakkk",1
"gimana ni dana pin masuk verifikasi wajah masuk, TPI Masi kode OTP juga, sedangkan nomor dana ny sudah tidak aktip lagi, coba solusi ny bgai mna ini dari pihak dana",1
"ini emang hp aku yg bermasalah atau memang apk nya, tiap kali ada notif masuk bunyi nya kya apa gitu kya ""tittttt"" tolong diperbaiki ya",5
Bintang 4dlu fiturnx udah bagus ada Dana cicil cuman kendalanx limitnx cman 100rb.dan sekarang Dana cicil gk bisa di pakei lgi pdahal tidak ada tagihan yang jatuh tempo.mohon di perbaiki lgi.,4
aplikasi ini sangat bagus sekali setiap transaksi prosesnya cepat hanya hitungan detik kegunaanya sangat banyak,5
ini mohon bug atau apa saya daftar tapi selesai masukin nomor wa langsung di suruh otp tapi belum di suruh buat otp nya aneh banget,1
udah di cobain berapa kali itu ttep gabisa hpus aplikasi udah koneksi bagus jaringan lancar gtw masih kaya gitu mulu aneh,3
"top up e-money 50rb di transaksi dana berhasil masuk cuma pas di cek di e-money malah saldo masih kurang dari 50rb gimana si ini dana, padahal udah komplen tapi malah di cuekin",2
"apk udah bagus,pajak sedikit,juga mau tf juga simpel+banyak yang make behh mentap.cuma gw aja yang jahat wkwkwkwk🤤🤤",1
"sering gangguan nih aplikasi , sekarang pun gangguan ga bisa dibuka tulisannya ""pemeliharaan sistem"" hadeh",3
"baik dan membantu tolong konfirmasi ulang pembayaran yg lain nya, jangan otomatis terpotong biaya nya",5
tolong dong gimana cara nya sya login ke akun dana.malah mintak kode otp sedangkan nomor yang sya gunakan sudah tidak aktip.,2
perbaiki lagii! banyak fitur yang selalu ngga bisa ke buka sinyal padahal bagus!.,3
"udah di upgrade tapi gak mau padahal saldo ada 500k, kalu kirim masuk. tapi giliran mau narik gak bisa gak benar ni sumpah. 🤮",1
"terima kasih selama ini apk dana digital ini sangat memudahkan saya dalam melakukan transaksi yang sangat muda, semoga apk nya makin keren dan makin menguntungkan👍",5
sudah 3 kali akun saya di bobol orang dengan cara pembelian pulsa...sdh sy laporkan malah tidak ada respon sama pihak dana.mending kalian hapus aja apk DANA kalian.sebelum mengalami seperti sy,1
"Muncul tulisan koneksi internet terputus padahal jaringan stabil, jadi susah buat transaksinya",1
"Jelek mau daftar udh masukin no telepon trs pencet lanjut malah keluar dri aplikasi, gitu aja terus!",1
"baru ngisi dana tiba² ada transaksi ilegal tanpa persetujuan nasabah, duit hilang ntah kmna padahal udh lama percaya tpi sekarang udh gk percaya lg sama apk ini, saran saya pake apk sebelah aja lebih aman praktis, udh banyak orang mrasa dirugikan duit hilang gk dibalikin!!!!👎👎👎",1
sangat baguss kekurangan nya hanya satu tidak bisa isi shopee pay dari dana tapi gpp tetap bagus kok,5
"banyak masalah dengan , verifikasi melulu dan udah di verifikasi ulang tetap aja itu terus, tolong lah di dengar apa yang saya sampaikan.",4
"minta perbarui data, udah dieprbairi malah proses gagal.. klw ga dieprbarui ga bs dipake aplikasinya.. mana uangnya ada diaplikasi.. gmn sih",5
kenapa dana cicil saya ko blm bisa di gunakan sedangkan saya sering pakai untuk pembayaran listrik dan yg lain nya tetapi dana cicil saya status nya belum tersedia tolong dong aktifkan lagi,5
aku tarik bintang lima soal duit ku hilang kaget rupa nya otomatis untuk bayar Microsoft power point sebesar 150rb ngak bisa refund lagi buat aku anak kuliah dan ngekost itu besar banget sakit hati banget,1
punya dana cicil .udah 2 kali di pake bisa ..giliran mau di pake lagi .selalu tidak tersedia.padahal pembayaran cicil nya udh lunass,5
dana cicil saya ada limit tapi gk bisa digunakan habis scan wajah langsung kembali kemenu tanpa ada keterangan berhasil atau tidaknya,1
saya sudah lama menggunakan aplikasi kasih ini hanya kendala dana cicil tidak bisa di gunakan atau tidak tersedia pas saya bayar pinjaman dana cicil lunas tetapi mau cairkan limit lagi malah tidak bisa mohon dibantu ya 🙏🙏🙏,5
"Yang bener aja lah, tiba tiba logout sendiri, ga bisa masuk lagi gara-gara jaringan, padahal jaringan aman",2
sudah berapa tahun saya pake aplikasi dana sampai sekarang belom juga ada fitur dana cicil nya. apk dana emng bagus luarbiasa bisa transaksi kemana saja semua jenis bank dan ewalet,5
kalo bisa jangan pake dana sudah banyak penipuan dan mengambil saldo. saya sudah berpengalaman saldo saya di ambil penipu dr pihak dananya sendiri. dan tidak bertanggung jawab.,1
sangat puas..tapi kok gak ada bonusnya dan sering trouble...tapi q suka banget pakai dana mempermudah pekerjaan q,5
dari kemaren masukin data dgn benar tapi belum juga di fervikasi.. sttus lagi di cek dan sudah beberapa kali.. sudah perlu mau ambil uang untuk beli popok anak tapi status masih di cek terus,4
Aplikasi nya bagus cuman minus nggak bisa unduh barcode Qris Dana Bisnis setiap mau unduh selalu diarahkan ke pengaturan aplikasi Mohon kepada pihak Dana segera diatasi masalah ini supaya saya bisa download Barcode Qris Dana Bisnis saya,2
Sangat disayangkan aplikasi yang dipakai banyak orang tapi masalah kecil seperti refund saja tidak bisa ditangani.,1
sering banget kehilangan saldo disini padahal pembayaran otomatis tidak aktif. saya juga tidak berlanggan sama sekali. terus gaada yg tanggung jawab,1
"aplikasi makin gak jelas, pembayaran sering gagal tapi saldo kepotong, ngasih fitur dana cicil tapi tak bisa cicil,pulsa, CS PUN BOT YG GAK GUNA",1
sangat mengecewakan disaat.tiap hari ngumpulin poin.pas udah dibuka jam 10 langsung stok habis semua pilihan penukarannya..JD percuma ngumpulin poin.angus gy aja,1
"Kenapa sewaktu saya mau masuk ke aplikasi Dana saya, tulisannya malah jaringan bermasalah ya? Dan itu sudah lama sekali. Tolong dibantu🙏🏻",3
saya sudah berkali kali coba top ap Roblox tetapi tetap saja tidak bisa top ap sudah semua cara masih tidak bisa tolong di perbaiki,1
saya kesal ketika top up dari bank harus bayar biaya admin 2.500 dan dipotong lagi di app dana 1.500 ketika saldo sudah masuk,3
"aplikasi dana ku dah beberapa minggu tidak bisa lihat aktivitas, gk bisa isi token maupun saldo. bingung jadi nya 😫",4
tolong di mudah kan cara masuk ke dana tanpa. kode otp soal. nya kartu saya sudah hilang hanya dengan pin dan verifikasi wajah saja login ke dana,5
"aplikasi sering bermasalah dngan code QR sering eror, jangan suruh ini itu semua udsh di perbarui udah di restat udah hapus ccahe udah update udah smua, kebanyakan ubdate smakin gak beres",2
aplikasi ini sudah bagus tapi pas mau nukarin poin kok enggak bisa.. stok penukaran pion selalu habis,4
kenapa di hp Oppo a31 dana tidak bisa di buka selalu balik ke awal Mulu dan ada tulisan tidak di dukung,1
makin sering kendala di qris ...di bilang gagal lah ngk ada jaringan bla bla bla ...buka aplikasi juga makin lag kebanyakan promo iklan ngk jelas,4
yth Developer: kenapa dana cicil saya tidak bisa di gunakan padahal limit ny masi ada dan tidak telat bayar juga?! mohon di jawab,1
Setiap melakukan transaksi pembayaran selalu otomatis pakai DANA Cicil. Sdh hub pusat bantuan tp tdk ada solusi,1
"mantap jadi mempermudah urusan keuangan kita, bisa diambil dimana saja, walaupun kita ga bawa uang cash asal bawa hp aman tetap bisa jajan kapan saja",5
"tolong dong untuk melihat riwayat transaksi nya di permudah, saat ingin melihat transaksi 3 hari yg lalu nga bisa muncul.",2
guna nya dana cicil muncul itu apa jika tidak bisa di gunakan . lebih baik hapus aja fitur itu.,1
Cs males kerja bot terus yang jawab saya mau ganti nomor aja susah nya minta ampun sudah memverifikasi lewat email sudah membuat vidio selfi tapi tetap tidak ada usul sampai sekarang saya masih berusaha untuk ganti nomor tapi hasil nya nihil,1
"lancar, tapi sayang nya di akun dana saya Balum ada fitur dana cicil nya yg lebih parahnya lagi makin sini makin lemot",5
"aplikasi jelek ...saya yg menggunakan dana selama bertahun"" fitur dana cicil saya ngk pernah muncul .....saya yg di suruh menungu terus kali di laporkan ke customer servis ....ngk ngotak apk nya .....masa setiap keluhan dana cicil di suruh menunggu 30 hari terus ....pelayan an jelek apk jelek ...sumpah nyesah transaksi apk dana",1
"bisa2nya saldo saya bisa hilang 4k lucu, dicari aktivitas dan history ga ada, apk macem apa ini.. aplikasi dibawah OJK ga jelas..",1
"kembali error aplikasi, buka mistery box gagal, udah sepekan, udah update masih sama, udah clear chace, reboot hp,",3
"gak jelas ini akun dana, ganti nomor aja susah, padahal saldo di akun lama masih banyak, gara-gara nomornya sudah lama hilang",1
"semenjak ad aplikasi dana perjalanan hidup ku tidak pernah kesulitan dalam ber transaksi baik dari segi apa pun, aplikasi dana cukup menjadi sahabat sejati ku,, di setiap perjalan ku dan hari"" nggak perlu repot"" Bawak uang kes, semua sudah di jamin dgn aplikasi dana👍👍👍",5
kenapa sering gangguan tolonglah saya sebagai pengguna makin ga nyaman kalo gini di perbaiki lagi aplikasinya masa iya karna banyak orang yg transaksi sistem eror yg logislah,3
"akun dana saya tiba2 terproteksi dan ada saldo di dalamnya,diarah kan utk chat cs, chat trnyta cs AI,dsruh menunggu 3-7 hari akan dikabari. di hari ke 4 saya diarah kan masuk ke apk dana dan chat cs kembali . dan trnyta cs nya pun AI juga. tidak membantu sama sekali hanya di oper kesana kemari. danq saya diarah kan membuat akun baru sambil menunggu info.dan saya skrg dsruh menunggu 90 hari utk membuka akun yg dibekukan. sedangkan uang itu MW saya gunakan. benar2 kecewa berat .",1
Aplikasi nya setelah update kok sering force closed min?? MOHON DI ANTISIPASI!!!,1
untuk fitur dana cicil kalo tidak bisa digunakan sebaiknya dihilangkan saja..munculkan bila memang bisa digunakan.,3
"awal"" sih oke lah....terus yg namanya orang pasti ada apesnya,hp saya ilang,,lah habis itu mau masuk lagi nggk bisa,udah masukan pin,verivikasi wajah,,yg bikin dongkol pake kode otp juga,,, lah mau masuk lewat mna orang hp sama kartunya ilang,mna ada isinya lagi lumayan,,,gmna nggk pngin nangis.",1
"kenapa setelah update aplikasi sering terjadi force close terus menerus, minta tolong dong aplikasi dana jangan keseringan kayak gini trus 🙏🏻",5
"sangat mudahh untuk digunakan, lebih amann lebih praktis, silakan digunakan biar gak nyesel,aplikasi sangat membantu",5
"jelek banget tiba tiba tidak bisa dipakai transaksi sudah lapor cs , sudah kirim email tp tidak ada tanggapan dari 23 maret smpe sekarang",1
"dana cicil saya tidak pernah muncul fiturnya pemakaian sangat lama dan sering berinteraksi pake dana,kalo gini terus mending ganti ewallet lain",3
"Dana ini kenapa lagi ya dulu udah di upgrade ke premium tapi gak bisa TF ke orang lain, trus sekarang udah bisa malah tiba-tiba orang lain gak bisa TF ke Saya😭",1
"Saya sudah meng-upgrade ke premium tetapi tidak bisa membuat qris, katanya harus meng-upgrade padahal sudah, bermasalah!.",1
tingkat kan lagi keamanan saldo nya.. masa tiba tiba berkurang begitu saja tanpa ada notifikasi apapun.,3
"pengaktifan dana cicil selalu ditolak, sudah melakukan transaksi secara terus menerus dan tidak melakukan kredit dan pinjaman dimanapun tapi tetap saja ditolak apalah",1
aplikasi paling ga ngotak udah premium tapi gabisa transfer San sini mana lag bngt uang gua gabisa ditarik jangan pakai aplikasi ini mending aplikasi yang lain,5
"dana nya error,dan malah menolak pembayaran,percuma udah di isi tapi malah gak bisa di bake bayar,itu salah satu masalah ku yang paling membuat kesal",3
gjls bgt aku mau upgrade premium udh bener semua dan nunggu lama eh malah dibilang buka punya ku padahal info nya udh bener,1
"maaf sebelumnya, dana saya kok nggak bisa dipake ya min, tiba2 juga keluar sendiri padahal udah premium tolong dong min",2
mengapa sekarang dana suka sekali tidak menarik saldo dana bisnis sehingga uang saya ke tahan 100+347 ribu dan sudah di minta bantu di diana tapi tidak ada respon,1
aplikasi ini cukup menarik nyimpan uang pun jadi mudah ga usah ribet lagi jadi buruan download DANA sekarang juga!!!!,5
"padahal udah beberapa tahun pake apk dana karena lebih gampang dan enak aja. baru banget kejadian tf ke sesama dana, tapi saldo berkurang malah 2x lipatnya. padahal di bukti aktivitas nya cuma tf 1x doang. gimna dong",2
